household_key,numBaskets,week,eggPurchase_week0,eggPurchase_week1,eggPurchase_week2,eggPurchase_week3,MARITAL_STATUS_CODE,AGE_DESC,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,avgBasketLoyaltyDiscount,avgSpendAmtPerBasket
315,9,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.305,10.92
316,387,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-4.22942857143,25.074
317,376,Week of 669,0.0,0.0,0.0,0.0,A,45-54,75-99K,Homeowner,Single Male,2,None/Unknown,-14.5873333333,104.696666667
318,60,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.999,19.856
319,236,Week of 669,0.0,0.0,0.0,0.0,U,45-54,35-49K,Homeowner,1 Adult Kids,4,3+,-6.59823529412,37.7347058824
320,32,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.76333333333,28.1533333333
321,360,Week of 669,0.0,0.0,0.0,0.0,A,45-54,100-124K,Homeowner,2 Adults No Kids,2,None/Unknown,-10.5545833333,66.4270833333
322,173,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-2.96375,26.92625
323,20,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.348,17.428
324,582,Week of 669,0.0,0.0,1.0,0.0,U,45-54,50-74K,Unknown,Single Female,1,None/Unknown,-9.24384615385,78.8876923077
325,331,Week of 669,0.0,0.0,0.0,0.0,A,35-44,75-99K,Homeowner,2 Adults Kids,4,2,-12.0657692308,46.6007692308
326,66,Week of 669,0.0,0.0,0.0,1.0,,,,,,,,-5.03,29.793
327,11,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.27,23.19
328,1318,Week of 669,1.0,1.0,0.0,1.0,,,,,,,,-8.41056603774,88.2311320755
329,539,Week of 669,1.0,0.0,0.0,0.0,U,25-34,75-99K,Unknown,Single Female,1,None/Unknown,-2.1184,25.8462
330,222,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.0794,8.0676
331,96,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.46555555556,17.5361111111
332,698,Week of 669,1.0,0.0,0.0,0.0,A,35-44,125-149K,Homeowner,2 Adults Kids,5+,3+,-12.8488235294,68.4641176471
333,38,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-8.4475,34.3625
334,300,Week of 669,0.0,0.0,0.0,0.0,A,45-54,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,-4.7911627907,24.9718604651
335,117,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.53476190476,18.920952381
336,405,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.954,56.7392
337,70,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.90538461538,18.8876923077
338,360,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.35666666667,20.0421428571
339,132,Week of 669,0.0,0.0,0.0,1.0,,,,,,,,-5.37866666667,22.2366666667
340,53,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.63555555556,18.0288888889
341,7,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.38,11.79
342,250,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-5.70913043478,39.6560869565
343,117,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.86176470588,32.8094117647
344,82,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-10.9675,62.7325
345,1012,Week of 669,0.0,0.0,0.0,1.0,,,,,,,,-10.969047619,49.4834920635
346,564,Week of 669,1.0,0.0,1.0,1.0,A,65+,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.85394736842,48.1236842105
347,9,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.32,19.87
348,559,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.51882352941,32.3250980392
349,185,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.00235294118,32.1782352941
350,162,Week of 669,0.0,0.0,0.0,0.0,A,45-54,50-74K,Homeowner,1 Adult Kids,4,2,-4.66388888889,35.225
351,591,Week of 669,1.0,1.0,0.0,1.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-5.34432098765,26.0922222222
352,6,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.48,27.22
353,469,Week of 669,0.0,0.0,0.0,0.0,A,45-54,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,-6.10860465116,42.1313953488
354,749,Week of 669,0.0,1.0,0.0,0.0,A,25-34,35-49K,Homeowner,2 Adults Kids,5+,3+,-8.48315789474,65.1860526316
356,198,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.12964912281,7.72666666667
357,456,Week of 669,0.0,1.0,0.0,1.0,,,,,,,,-28.6275,112.581666667
358,1015,Week of 669,0.0,0.0,0.0,0.0,U,35-44,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-3.53913907285,28.0070198675
360,57,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.89090909091,12.0281818182
361,1177,Week of 669,0.0,1.0,0.0,0.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-12.8988,60.502
362,293,Week of 669,1.0,0.0,0.0,1.0,U,65+,50-74K,Unknown,Single Male,1,None/Unknown,-4.40052631579,38.7431578947
363,3,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.98,7.97
364,79,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.73875,32.8875
365,293,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.67620689655,50.5744827586
366,95,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.53090909091,12.3072727273
367,744,Week of 669,0.0,0.0,1.0,0.0,A,55-64,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-19.6086666667,86.73
368,61,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.915,46.0683333333
369,61,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.2625,22.15625
370,167,Week of 669,0.0,0.0,0.0,0.0,U,65+,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,-3.01571428571,20.5819047619
371,1793,Week of 669,0.0,0.0,0.0,1.0,A,35-44,75-99K,Homeowner,2 Adults Kids,3,1,-16.4715384615,114.791538462
373,17,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.95166666667,8.53
374,256,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.45735294118,29.4917647059
375,42,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.27090909091,11.4172727273
376,533,Week of 669,1.0,1.0,0.0,1.0,,,,,,,,-1.55489583333,11.3002105263
377,485,Week of 669,0.0,0.0,0.0,1.0,A,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-4.53636363636,31.7940909091
378,302,Week of 669,0.0,1.0,0.0,0.0,A,55-64,50-74K,Homeowner,Single Female,2,None/Unknown,-1.32092105263,11.5114473684
380,1003,Week of 669,1.0,1.0,1.0,0.0,,,,,,,,-11.3936363636,63.9075
381,302,Week of 669,0.0,0.0,0.0,0.0,B,25-34,35-49K,Homeowner,1 Adult Kids,2,1,-5.0695,43.418
382,54,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.5025,27.9125
383,457,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,Unknown,1,None/Unknown,-5.86852941176,42.5508823529
384,395,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.965,49.886
385,369,Week of 669,0.0,0.0,0.0,1.0,A,25-34,50-74K,Homeowner,2 Adults Kids,5+,3+,-11.275625,81.8575
386,711,Week of 669,0.0,0.0,0.0,1.0,B,35-44,25-34K,Probable Owner,Single Female,1,None/Unknown,-3.2169,13.9064
387,475,Week of 669,0.0,0.0,0.0,0.0,B,25-34,50-74K,Homeowner,Single Female,1,None/Unknown,-6.375,64.348125
388,208,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-8.01941176471,30.3094117647
389,1386,Week of 669,1.0,1.0,1.0,1.0,U,35-44,150-174K,Probable Owner,Single Female,1,None/Unknown,-12.8263291139,61.6482278481
390,147,Week of 669,1.0,0.0,0.0,0.0,B,45-54,25-34K,Renter,Single Female,1,None/Unknown,-2.84939393939,15.6960606061
391,99,Week of 669,0.0,0.0,0.0,0.0,B,65+,25-34K,Unknown,Single Female,1,None/Unknown,-2.43772727273,15.94
392,988,Week of 669,0.0,1.0,0.0,0.0,A,35-44,250K+,Homeowner,2 Adults Kids,3,1,-8.56472222222,104.250555556
393,443,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.72777777778,28.0228888889
394,119,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-1.292,16.03
395,116,Week of 669,0.0,0.0,0.0,1.0,U,35-44,25-34K,Unknown,Single Male,1,None/Unknown,-4.08545454545,15.8277272727
396,225,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.22678571429,25.8817857143
397,353,Week of 669,1.0,0.0,0.0,1.0,,,,,,,,-3.18950819672,20.0586885246
398,148,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.02810810811,11.8648648649
399,15,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.425,31.155
400,1409,Week of 669,0.0,0.0,0.0,0.0,A,35-44,150-174K,Homeowner,2 Adults Kids,3,1,-6.4549382716,65.005308642
401,576,Week of 669,0.0,1.0,1.0,1.0,,,,,,,,-4.78909090909,29.7745454545
402,155,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.45411764706,37.4617647059
403,45,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.05,16.2007142857
404,341,Week of 669,0.0,1.0,0.0,0.0,A,25-34,25-34K,Unknown,Unknown,2,None/Unknown,-2.13196428571,23.9198214286
405,263,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-9.08105263158,41.2647368421
406,162,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.715,49.5575
407,45,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-9.02833333333,27.3975
408,128,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.02166666667,41.9658333333
409,565,Week of 669,1.0,0.0,0.0,0.0,B,19-24,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,-11.0187179487,42.3153846154
410,171,Week of 669,0.0,0.0,0.0,0.0,A,55-64,35-49K,Homeowner,2 Adults Kids,5+,3+,-3.01518518519,10.6640740741
411,387,Week of 669,0.0,0.0,0.0,0.0,U,35-44,Under 15K,Unknown,2 Adults No Kids,2,None/Unknown,-8.44108108108,54.7367567568
412,410,Week of 669,0.0,0.0,0.0,0.0,A,65+,15-24K,Homeowner,Single Female,2,None/Unknown,-6.70103448276,33.6827586207
413,304,Week of 669,1.0,0.0,0.0,0.0,U,45-54,100-124K,Unknown,Unknown,1,None/Unknown,-2.69142857143,22.1830612245
414,287,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.74414634146,18.776097561
415,51,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.57333333333,27.97
416,18,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.92,43.29
417,428,Week of 669,0.0,0.0,0.0,0.0,A,45-54,35-49K,Unknown,Single Female,2,None/Unknown,-7.38035714286,43.2903571429
418,824,Week of 669,0.0,1.0,0.0,0.0,U,35-44,35-49K,Unknown,2 Adults Kids,3,1,-7.27622641509,50.3086792453
419,8,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.62,4.705
420,13,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.71,9.6825
421,380,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-11.1593939394,40.4790909091
422,63,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-13.8,42.8816666667
423,36,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.4725,13.77375
424,291,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-10.04375,75.52375
425,589,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-9.37027027027,49.4627027027
426,682,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-5.52381818182,35.0587272727
427,112,Week of 669,0.0,0.0,1.0,1.0,,,,,,,,-1.9795,17.439
428,266,Week of 669,0.0,0.0,0.0,0.0,U,19-24,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,-7.39875,43.459375
429,39,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.83,13.9944444444
430,553,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-4.48255319149,32.2304347826
431,50,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.93181818182,17.1009090909
432,396,Week of 669,0.0,0.0,0.0,0.0,U,19-24,25-34K,Unknown,Single Female,1,None/Unknown,-1.77452631579,11.0718947368
433,86,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.770909090909,11.6204545455
434,476,Week of 669,0.0,1.0,0.0,0.0,A,35-44,15-24K,Homeowner,2 Adults Kids,3,1,-6.1128125,34.6571875
435,119,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-16.8053191489,40.3670212766
436,194,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-12.2957142857,102.141428571
437,285,Week of 669,0.0,0.0,1.0,0.0,A,25-34,50-74K,Homeowner,2 Adults Kids,5+,3+,-8.865,52.243125
438,844,Week of 669,0.0,1.0,0.0,1.0,A,35-44,50-74K,Probable Owner,2 Adults No Kids,2,None/Unknown,-16.91,98.415
439,32,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.23285714286,11.8757142857
441,267,Week of 669,0.0,0.0,0.0,0.0,B,45-54,50-74K,Homeowner,Single Female,1,None/Unknown,-2.06967741935,26.7987096774
442,473,Week of 669,0.0,0.0,0.0,0.0,U,25-34,15-24K,Unknown,1 Adult Kids,2,1,-1.54446969697,8.87621212121
443,439,Week of 669,0.0,0.0,1.0,0.0,A,45-54,25-34K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.6088372093,31.9502325581
444,28,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.465,59.155
445,70,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.07714285714,6.39485714286
446,20,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.402,9.105
447,94,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.94923076923,13.5161538462
448,51,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.31588235294,13.9488235294
449,76,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.73555555556,29.29
450,191,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.87761904762,22.2019047619
451,239,Week of 669,0.0,0.0,0.0,0.0,B,25-34,Under 15K,Renter,2 Adults No Kids,2,None/Unknown,-2.37125,16.0157142857
452,102,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-17.58,63.652
453,12,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.121428571429,9.96714285714
454,857,Week of 669,0.0,0.0,0.0,0.0,U,55-64,35-49K,Unknown,Single Male,1,None/Unknown,-5.96672897196,26.2018691589
455,103,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-14.2525,99.9325
456,346,Week of 669,0.0,0.0,0.0,0.0,B,19-24,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-10.1418181818,70.1513636364
457,145,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.42115384615,12.2323076923
458,182,Week of 669,0.0,1.0,1.0,0.0,A,55-64,35-49K,Homeowner,Single Female,2,None/Unknown,-5.2128125,16.8384375
459,70,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.85266666667,11.61
460,67,Week of 669,1.0,0.0,0.0,0.0,B,65+,25-34K,Homeowner,Single Female,1,None/Unknown,-2.02681818182,7.71095238095
461,80,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.4375,20.57375
462,160,Week of 669,0.0,0.0,0.0,0.0,U,65+,100-124K,Unknown,Single Male,1,None/Unknown,-2.35172413793,17.6293103448
463,419,Week of 669,1.0,0.0,1.0,1.0,,,,,,,,-1.88166666667,8.99073863636
464,436,Week of 669,1.0,1.0,0.0,0.0,A,65+,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-5.96886792453,26.0132075472
465,48,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.00090909091,8.98818181818
466,46,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.962,36.468
467,238,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.42490909091,15.3669090909
468,532,Week of 669,0.0,0.0,0.0,1.0,,,,,,,,-2.74752293578,17.3517431193
469,529,Week of 669,0.0,0.0,0.0,0.0,U,45-54,75-99K,Probable Owner,Single Female,1,None/Unknown,-6.20256410256,44.2825641026
470,190,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-1.09425,13.7125
471,201,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-9.35714285714,48.4542857143
472,274,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-15.694,108.933
473,245,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,Unknown,1,None/Unknown,-11.0407142857,61.9621428571
474,495,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-22.3531578947,96.5110526316
475,92,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.149,33.458
476,89,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.9825,33.38
477,88,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.64833333333,17.3633333333
478,5,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.7375,8.13666666667
479,158,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.40333333333,23.4314285714
480,223,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.55578947368,38.4952631579
481,103,Week of 669,1.0,0.0,1.0,0.0,,,,,,,,-6.63166666667,47.8216666667
482,149,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-7.90181818182,43.9981818182
483,308,Week of 669,0.0,0.0,0.0,0.0,U,45-54,35-49K,Unknown,Single Female,1,None/Unknown,-7.76,34.4633333333
484,437,Week of 669,0.0,0.0,1.0,0.0,U,25-34,15-24K,Unknown,2 Adults No Kids,2,None/Unknown,-3.93354166667,25.47375
485,477,Week of 669,1.0,0.0,1.0,1.0,U,35-44,25-34K,Homeowner,Single Male,1,None/Unknown,-12.3151351351,46.6237837838
486,110,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.514,54.128
487,19,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.58,15.96
488,14,Week of 669,0.0,0.0,0.0,1.0,,,,,,,,-0.22,11.862
489,561,Week of 669,1.0,0.0,0.0,0.0,U,55-64,150-174K,Unknown,Single Female,1,None/Unknown,-2.66166666667,19.1975
490,352,Week of 669,0.0,0.0,0.0,0.0,A,35-44,75-99K,Homeowner,2 Adults Kids,5+,3+,-16.186,68.2025
491,247,Week of 669,0.0,0.0,0.0,0.0,A,45-54,75-99K,Unknown,Single Female,2,None/Unknown,-4.2144,39.1572
492,552,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,-14.3358333333,78.3266666667
493,684,Week of 669,0.0,0.0,0.0,1.0,U,55-64,50-74K,Unknown,Unknown,1,None/Unknown,-3.53123287671,24.6506849315
495,203,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-9.78884615385,35.9853846154
496,30,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-14.19,72.2566666667
497,73,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-2.74470588235,13.4229411765
498,105,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.52952380952,12.5347619048
499,3,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.13,9.3
501,77,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-8.03666666667,35.4666666667
502,85,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.31375,28.325
503,581,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-6.10042553191,37.3923404255
504,105,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-13.0725,66.2075
505,40,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.1875,14.8325
506,151,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-5.50416666667,42.5775
507,87,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.07916666667,24.1991666667
508,113,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.894375,22.75
509,9,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.18,14.7733333333
510,838,Week of 669,1.0,0.0,1.0,0.0,A,35-44,250K+,Homeowner,2 Adults Kids,3,1,-3.60192771084,26.6109638554
511,464,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.11516129032,13.5670967742
512,123,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-15.5966666667,92.5833333333
513,492,Week of 669,0.0,0.0,0.0,0.0,U,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-13.4665909091,67.1527272727
514,286,Week of 669,0.0,0.0,1.0,0.0,,,,,,,,-3.41380952381,32.0561904762
515,184,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.04769230769,42.8484615385
516,44,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.48888888889,17.2711111111
517,363,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.35821428571,40.3192857143
518,590,Week of 669,0.0,0.0,0.0,0.0,A,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-7.0708,39.4838
519,29,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.34166666667,14.8033333333
520,162,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-4.21208333333,19.6747826087
521,114,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-1.7465,19.387
523,792,Week of 669,0.0,0.0,0.0,0.0,B,65+,35-49K,Homeowner,Single Male,1,None/Unknown,-3.33794117647,24.7515686275
524,54,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.05692307692,15.45
525,59,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.70454545455,17.8354545455
526,498,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Unknown,Unknown,1,None/Unknown,-3.65254901961,30.5247058824
527,339,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Homeowner,Single Female,1,None/Unknown,-4.34568181818,26.7897727273
528,65,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.353,19.567
529,79,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-16.9766666667,74.9066666667
530,69,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.55571428571,32.1142857143
531,63,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.283,25.063
532,3,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.6,25.57
533,246,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-8.275,46.989375
534,306,Week of 669,1.0,0.0,0.0,1.0,U,45-54,35-49K,Unknown,Single Male,1,None/Unknown,-0.408391608392,2.91063380282
535,75,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-11.125,43.80625
536,111,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.342,15.761
537,31,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-0.79,12.42
538,599,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-7.91379310345,68.2689655172
539,248,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.2375,26.21675
540,570,Week of 669,1.0,1.0,0.0,1.0,B,25-34,50-74K,Homeowner,Single Female,1,None/Unknown,-5.70533333333,45.9748888889
541,138,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.25181818182,43.9881818182
542,231,Week of 669,0.0,0.0,0.0,0.0,U,25-34,35-49K,Unknown,Single Female,1,None/Unknown,-3.44882352941,20.2242424242
543,625,Week of 669,0.0,0.0,0.0,0.0,A,35-44,35-49K,Probable Owner,1 Adult Kids,3,1,-4.80461538462,41.7825641026
544,75,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.54214285714,9.11214285714
545,316,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-5.62526315789,37.9963157895
546,166,Week of 669,0.0,0.0,0.0,0.0,U,45-54,50-74K,Unknown,2 Adults No Kids,2,None/Unknown,-8.986,40.488
547,109,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-11.835,51.4466666667
548,271,Week of 669,0.0,1.0,1.0,0.0,B,35-44,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-8.09173913043,35.8991304348
549,77,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.29384615385,27.9623076923
550,168,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.06,33.283125
551,106,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.80722222222,21.1022222222
552,358,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-12.4010526316,58.2852631579
553,746,Week of 669,1.0,0.0,1.0,1.0,U,45-54,75-99K,Homeowner,2 Adults No Kids,2,None/Unknown,-4.27350649351,27.7290909091
554,190,Week of 669,1.0,0.0,0.0,0.0,,,,,,,,-5.95777777778,66.4211111111
557,53,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.82714285714,19.68
558,238,Week of 669,1.0,1.0,0.0,0.0,,,,,,,,-2.53243902439,16.1746341463
560,692,Week of 669,0.0,0.0,0.0,1.0,U,19-24,35-49K,Unknown,2 Adults No Kids,2,None/Unknown,-4.75258064516,30.6406451613
561,198,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-9.52857142857,60.4435714286
562,255,Week of 669,1.0,0.0,0.0,1.0,,,,,,,,-11.6414285714,49.1832142857
563,149,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-7.046,39.47
564,107,Week of 669,0.0,1.0,0.0,0.0,,,,,,,,-2.42578947368,17.5436842105
565,24,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-2.514,24.62
566,18,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-3.59,18.0866666667
567,564,Week of 669,0.0,0.0,0.0,0.0,U,19-24,25-34K,Unknown,Single Male,1,None/Unknown,-3.00846938776,17.4054081633
568,1279,Week of 669,0.0,0.0,1.0,1.0,,,,,,,,-6.55879518072,50.553373494
569,175,Week of 669,1.0,0.0,0.0,0.0,A,35-44,250K+,Homeowner,2 Adults Kids,3,1,-2.95777777778,41.0694444444
570,136,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-16.116,67.925
571,83,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-6.808,64.374
572,28,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-1.34,17.398
573,59,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-4.06545454545,18.8590909091
574,764,Week of 669,0.0,1.0,0.0,0.0,A,35-44,75-99K,Homeowner,2 Adults Kids,3,1,-13.5187804878,55.4190243902
575,1099,Week of 669,1.0,0.0,0.0,0.0,U,35-44,50-74K,Unknown,Single Female,1,None/Unknown,-5.5878021978,36.0896703297
576,135,Week of 669,0.0,0.0,0.0,0.0,A,55-64,35-49K,Homeowner,Single Male,2,None/Unknown,-6.04642857143,35.7835714286
577,337,Week of 669,0.0,0.0,0.0,0.0,,,,,,,,-13.976,118.575
578,404,Week of 669,0.0,1.0,1.0,0.0,U,25-34,50-74K,Unknown,Single Male,1,None/Unknown,-4.41068181818,27.9881818182
