household_key,numBaskets,weekOf,eggPurchase_week0,eggPurchase_week1,eggPurchase_week2,eggPurchase_week3
538,599,655,0.0,0.0,1.0,1.0
539,248,655,0.0,0.0,1.0,0.0
541,138,655,0.0,0.0,0.0,0.0
545,316,655,0.0,0.0,0.0,0.0
546,166,655,0.0,0.0,0.0,0.0
547,109,655,0.0,0.0,0.0,0.0
548,271,655,1.0,0.0,0.0,0.0
551,106,655,0.0,0.0,0.0,0.0
552,358,655,0.0,0.0,0.0,0.0
553,746,655,1.0,1.0,0.0,0.0
557,53,655,0.0,0.0,0.0,0.0
558,238,655,0.0,0.0,0.0,0.0
560,692,655,0.0,1.0,0.0,0.0
563,149,655,0.0,0.0,0.0,0.0
564,107,655,0.0,0.0,0.0,0.0
565,24,655,0.0,0.0,0.0,0.0
569,175,655,0.0,0.0,0.0,0.0
571,83,655,0.0,0.0,0.0,0.0
573,59,655,0.0,0.0,0.0,0.0
574,764,655,0.0,0.0,0.0,0.0
575,1099,655,0.0,0.0,0.0,1.0
576,135,655,0.0,0.0,0.0,0.0
577,337,655,0.0,0.0,0.0,0.0
578,404,655,1.0,0.0,0.0,0.0
580,103,655,0.0,0.0,0.0,0.0
583,309,655,0.0,0.0,0.0,0.0
586,677,655,1.0,0.0,0.0,1.0
587,35,655,1.0,0.0,0.0,0.0
589,14,655,0.0,0.0,0.0,0.0
593,127,655,0.0,0.0,0.0,0.0
594,182,655,0.0,0.0,0.0,0.0
596,248,655,0.0,0.0,0.0,0.0
597,448,655,0.0,0.0,0.0,1.0
599,13,655,0.0,0.0,0.0,0.0
601,357,655,0.0,0.0,0.0,0.0
603,20,655,0.0,0.0,0.0,0.0
604,240,655,0.0,0.0,0.0,0.0
605,477,655,0.0,0.0,0.0,0.0
606,353,655,0.0,0.0,0.0,0.0
607,10,655,0.0,0.0,0.0,0.0
609,233,655,0.0,0.0,0.0,0.0
611,242,655,0.0,0.0,0.0,0.0
612,522,655,0.0,0.0,0.0,0.0
613,95,655,0.0,0.0,0.0,0.0
614,536,655,0.0,1.0,0.0,1.0
617,223,655,0.0,0.0,0.0,0.0
618,452,655,0.0,0.0,0.0,1.0
619,30,655,0.0,0.0,0.0,0.0
622,205,655,0.0,0.0,0.0,0.0
623,59,655,0.0,0.0,0.0,0.0
624,717,655,1.0,1.0,0.0,0.0
625,169,655,0.0,0.0,0.0,0.0
626,61,655,0.0,0.0,0.0,0.0
629,2,655,0.0,0.0,0.0,0.0
631,884,655,0.0,1.0,1.0,0.0
632,348,655,0.0,0.0,0.0,0.0
633,367,655,0.0,1.0,1.0,0.0
635,6,655,0.0,0.0,0.0,0.0
636,1171,655,0.0,0.0,0.0,0.0
637,237,655,0.0,0.0,0.0,0.0
639,131,655,0.0,0.0,0.0,0.0
640,52,655,0.0,0.0,0.0,0.0
643,192,655,0.0,0.0,0.0,0.0
644,365,655,1.0,0.0,1.0,1.0
645,21,655,0.0,0.0,0.0,0.0
646,99,655,0.0,0.0,0.0,0.0
647,569,655,0.0,0.0,0.0,0.0
648,291,655,0.0,0.0,0.0,0.0
651,34,655,0.0,0.0,0.0,0.0
652,250,655,0.0,0.0,1.0,0.0
657,6,655,0.0,0.0,0.0,0.0
658,98,655,0.0,1.0,0.0,0.0
660,441,655,0.0,0.0,0.0,0.0
661,401,655,1.0,0.0,0.0,1.0
662,79,655,0.0,0.0,0.0,0.0
665,14,655,0.0,0.0,0.0,0.0
666,211,655,0.0,0.0,0.0,0.0
667,291,655,0.0,0.0,0.0,0.0
668,137,655,0.0,0.0,1.0,0.0
670,577,655,0.0,1.0,0.0,0.0
672,410,655,0.0,0.0,1.0,0.0
673,102,655,0.0,0.0,0.0,0.0
674,706,655,1.0,0.0,0.0,0.0
675,481,655,1.0,0.0,0.0,1.0
677,67,655,0.0,0.0,0.0,0.0
679,158,655,0.0,0.0,0.0,0.0
681,181,655,0.0,0.0,0.0,0.0
683,5,655,0.0,0.0,0.0,0.0
684,112,655,0.0,0.0,0.0,0.0
685,652,655,0.0,0.0,0.0,0.0
686,12,655,0.0,0.0,0.0,0.0
687,401,655,0.0,0.0,0.0,0.0
690,236,655,0.0,0.0,0.0,0.0
692,389,655,1.0,0.0,1.0,1.0
693,347,655,0.0,0.0,0.0,0.0
694,70,655,0.0,0.0,0.0,0.0
697,183,655,0.0,0.0,0.0,0.0
698,135,655,0.0,0.0,0.0,0.0
700,183,655,0.0,0.0,1.0,0.0
701,344,655,0.0,1.0,0.0,1.0
702,670,655,0.0,1.0,1.0,0.0
703,679,655,0.0,0.0,0.0,0.0
704,3,655,0.0,0.0,0.0,0.0
706,396,655,0.0,0.0,1.0,1.0
707,1226,655,1.0,1.0,1.0,0.0
709,452,655,0.0,0.0,0.0,1.0
710,412,655,0.0,0.0,1.0,0.0
711,39,655,0.0,0.0,0.0,0.0
712,939,655,0.0,1.0,0.0,1.0
713,87,655,0.0,0.0,0.0,0.0
714,524,655,0.0,0.0,1.0,0.0
715,419,655,0.0,0.0,0.0,0.0
716,87,655,0.0,0.0,0.0,0.0
717,52,655,0.0,0.0,0.0,0.0
718,1645,655,1.0,0.0,1.0,0.0
719,279,655,0.0,0.0,0.0,0.0
720,79,655,0.0,0.0,0.0,0.0
721,36,655,0.0,0.0,0.0,0.0
722,673,655,1.0,1.0,0.0,0.0
725,771,655,0.0,0.0,0.0,0.0
726,326,655,1.0,0.0,0.0,0.0
727,473,655,1.0,0.0,0.0,0.0
728,246,655,0.0,0.0,0.0,0.0
729,44,655,0.0,0.0,0.0,0.0
730,88,655,0.0,0.0,0.0,0.0
731,116,655,0.0,0.0,0.0,0.0
732,506,655,0.0,0.0,1.0,0.0
733,353,655,0.0,0.0,0.0,0.0
735,128,655,0.0,1.0,0.0,0.0
736,653,655,0.0,0.0,0.0,0.0
737,125,655,0.0,0.0,0.0,0.0
741,361,655,0.0,0.0,1.0,0.0
742,373,655,0.0,0.0,0.0,0.0
745,725,655,1.0,1.0,0.0,0.0
746,3,655,0.0,0.0,0.0,0.0
747,118,655,0.0,0.0,0.0,0.0
748,345,655,0.0,0.0,0.0,0.0
749,17,655,0.0,0.0,0.0,0.0
750,253,655,0.0,0.0,0.0,0.0
751,107,655,0.0,0.0,0.0,0.0
753,289,655,0.0,1.0,0.0,0.0
757,125,655,1.0,0.0,0.0,0.0
758,13,655,0.0,0.0,0.0,0.0
759,114,655,0.0,0.0,0.0,0.0
760,36,655,0.0,0.0,0.0,0.0
761,940,655,1.0,0.0,1.0,0.0
762,767,655,0.0,0.0,0.0,0.0
763,106,655,0.0,0.0,0.0,0.0
764,449,655,0.0,0.0,0.0,1.0
765,135,655,0.0,0.0,0.0,0.0
766,944,655,1.0,0.0,1.0,1.0
767,146,655,0.0,0.0,0.0,0.0
769,118,655,0.0,0.0,0.0,0.0
770,256,655,0.0,0.0,0.0,0.0
771,1326,655,0.0,1.0,1.0,1.0
775,3,655,0.0,0.0,0.0,0.0
776,153,655,0.0,0.0,0.0,0.0
777,508,655,0.0,0.0,0.0,1.0
778,54,655,0.0,0.0,0.0,0.0
779,471,655,1.0,0.0,1.0,0.0
780,10,655,0.0,0.0,0.0,0.0
781,192,655,0.0,0.0,0.0,0.0
782,39,655,0.0,0.0,0.0,0.0
783,9,655,0.0,0.0,0.0,0.0
784,206,655,0.0,0.0,0.0,0.0
786,706,655,1.0,0.0,1.0,1.0
787,153,655,0.0,0.0,0.0,0.0
790,377,655,0.0,0.0,0.0,0.0
792,10,655,0.0,0.0,0.0,0.0
793,145,655,0.0,0.0,0.0,0.0
795,50,655,1.0,0.0,0.0,0.0
796,37,655,0.0,0.0,1.0,0.0
798,250,655,0.0,0.0,0.0,0.0
800,1288,655,0.0,0.0,1.0,0.0
801,119,655,1.0,0.0,0.0,0.0
802,127,655,0.0,0.0,0.0,0.0
803,291,655,1.0,0.0,0.0,0.0
807,402,655,0.0,0.0,0.0,0.0
810,33,655,0.0,0.0,0.0,0.0
811,144,655,1.0,0.0,0.0,0.0
812,54,655,0.0,1.0,0.0,0.0
813,254,655,0.0,0.0,0.0,0.0
815,84,655,0.0,0.0,0.0,0.0
816,204,655,0.0,0.0,0.0,0.0
818,359,655,1.0,0.0,0.0,0.0
819,8,655,0.0,0.0,0.0,0.0
820,338,655,0.0,0.0,0.0,0.0
821,10,655,0.0,0.0,0.0,0.0
823,188,655,0.0,0.0,0.0,0.0
824,263,655,1.0,0.0,0.0,0.0
825,750,655,0.0,0.0,0.0,0.0
826,33,655,0.0,0.0,0.0,0.0
828,6,655,0.0,0.0,0.0,0.0
829,437,655,0.0,0.0,0.0,0.0
830,78,655,0.0,0.0,0.0,0.0
831,773,655,0.0,0.0,0.0,0.0
832,52,655,0.0,0.0,0.0,0.0
835,16,655,0.0,0.0,0.0,0.0
838,66,655,0.0,0.0,0.0,0.0
839,49,655,0.0,0.0,0.0,0.0
840,774,655,0.0,0.0,1.0,0.0
842,902,655,0.0,0.0,1.0,0.0
845,330,655,0.0,1.0,0.0,0.0
846,227,655,0.0,0.0,0.0,1.0
847,285,655,0.0,0.0,0.0,1.0
851,1,655,0.0,0.0,0.0,0.0
852,181,655,0.0,0.0,0.0,0.0
853,577,655,0.0,0.0,0.0,0.0
854,108,655,1.0,0.0,0.0,0.0
855,432,655,1.0,0.0,1.0,0.0
856,590,655,1.0,0.0,1.0,1.0
858,40,655,0.0,0.0,0.0,0.0
861,100,655,0.0,0.0,0.0,0.0
862,194,655,0.0,0.0,0.0,0.0
864,939,655,1.0,0.0,1.0,0.0
865,230,655,0.0,0.0,0.0,0.0
866,597,655,1.0,0.0,1.0,0.0
869,217,655,1.0,0.0,0.0,0.0
871,669,655,0.0,0.0,0.0,0.0
872,9,655,0.0,0.0,0.0,0.0
873,213,655,0.0,0.0,0.0,0.0
874,1,655,0.0,0.0,0.0,0.0
875,183,655,0.0,0.0,0.0,0.0
876,554,655,0.0,1.0,1.0,0.0
877,263,655,0.0,0.0,0.0,0.0
879,241,655,0.0,0.0,0.0,0.0
880,12,655,0.0,0.0,0.0,0.0
881,508,655,0.0,0.0,0.0,0.0
882,353,655,0.0,0.0,0.0,0.0
883,714,655,1.0,0.0,0.0,0.0
884,32,655,0.0,0.0,0.0,0.0
887,108,655,0.0,0.0,0.0,0.0
888,1047,655,0.0,1.0,1.0,0.0
889,1215,655,0.0,1.0,0.0,1.0
891,896,655,0.0,0.0,0.0,0.0
892,40,655,0.0,0.0,0.0,0.0
893,726,655,0.0,1.0,0.0,0.0
894,162,655,0.0,0.0,0.0,0.0
895,473,655,0.0,0.0,1.0,0.0
896,369,655,0.0,0.0,0.0,0.0
899,11,655,0.0,0.0,0.0,0.0
901,313,655,0.0,0.0,0.0,1.0
902,2,655,0.0,0.0,0.0,0.0
903,159,655,0.0,1.0,0.0,0.0
904,76,655,0.0,0.0,0.0,0.0
906,331,655,0.0,0.0,0.0,0.0
909,470,655,1.0,0.0,0.0,0.0
910,253,655,0.0,0.0,1.0,0.0
912,132,655,0.0,0.0,0.0,0.0
913,139,655,0.0,0.0,0.0,0.0
914,150,655,0.0,0.0,0.0,0.0
916,674,655,0.0,1.0,0.0,0.0
919,211,655,0.0,0.0,0.0,0.0
920,664,655,1.0,0.0,0.0,0.0
921,9,655,0.0,0.0,0.0,0.0
923,211,655,0.0,0.0,0.0,0.0
924,191,655,0.0,0.0,0.0,0.0
925,47,655,0.0,0.0,0.0,0.0
926,348,655,1.0,0.0,0.0,0.0
927,93,655,0.0,0.0,0.0,0.0
928,291,655,0.0,0.0,0.0,0.0
932,441,655,1.0,0.0,0.0,0.0
933,361,655,0.0,0.0,0.0,0.0
934,1615,655,1.0,0.0,1.0,1.0
935,69,655,0.0,0.0,0.0,0.0
937,376,655,1.0,0.0,0.0,0.0
940,173,655,0.0,0.0,0.0,0.0
941,179,655,0.0,0.0,0.0,0.0
942,525,655,0.0,0.0,0.0,0.0
943,291,655,0.0,1.0,0.0,0.0
944,155,655,0.0,0.0,0.0,0.0
945,295,655,0.0,0.0,0.0,1.0
946,304,655,1.0,0.0,0.0,0.0
949,599,655,0.0,0.0,0.0,0.0
950,172,655,0.0,0.0,0.0,0.0
952,295,655,0.0,0.0,0.0,0.0
954,352,655,0.0,0.0,0.0,0.0
957,402,655,0.0,0.0,0.0,0.0
961,307,655,0.0,0.0,0.0,0.0
962,214,655,0.0,0.0,0.0,0.0
963,138,655,0.0,0.0,0.0,0.0
964,227,655,0.0,0.0,0.0,0.0
967,3,655,0.0,0.0,0.0,0.0
968,1169,655,1.0,1.0,1.0,0.0
970,71,655,0.0,0.0,0.0,0.0
972,156,655,0.0,0.0,0.0,0.0
974,95,655,0.0,0.0,0.0,0.0
975,289,655,0.0,0.0,0.0,0.0
976,764,655,1.0,0.0,1.0,0.0
978,228,655,0.0,0.0,0.0,0.0
979,1174,655,1.0,0.0,0.0,1.0
980,138,655,0.0,0.0,0.0,0.0
982,1653,655,0.0,1.0,1.0,1.0
983,580,655,0.0,0.0,0.0,0.0
985,361,655,0.0,0.0,1.0,0.0
986,180,655,0.0,1.0,0.0,0.0
987,146,655,0.0,0.0,0.0,0.0
988,118,655,0.0,0.0,0.0,0.0
989,386,655,1.0,0.0,0.0,0.0
991,6,655,0.0,0.0,0.0,0.0
992,76,655,0.0,0.0,0.0,0.0
993,411,655,0.0,1.0,1.0,0.0
994,145,655,0.0,0.0,0.0,0.0
995,12,655,0.0,0.0,0.0,0.0
996,366,655,0.0,0.0,1.0,0.0
998,653,655,1.0,0.0,0.0,0.0
999,206,655,0.0,0.0,1.0,0.0
1000,557,655,1.0,0.0,0.0,0.0
1,477,648,0.0,0.0,1.0,0.0
2,192,648,0.0,0.0,0.0,1.0
3,94,648,0.0,0.0,0.0,0.0
5,12,648,0.0,0.0,0.0,0.0
6,399,648,0.0,0.0,0.0,1.0
7,574,648,0.0,1.0,1.0,0.0
9,96,648,0.0,0.0,0.0,0.0
12,22,648,0.0,0.0,0.0,0.0
14,266,648,0.0,1.0,0.0,0.0
15,114,648,0.0,0.0,0.0,0.0
16,21,648,0.0,0.0,0.0,0.0
17,195,648,0.0,0.0,0.0,1.0
18,561,648,0.0,1.0,0.0,1.0
20,579,648,0.0,0.0,1.0,0.0
22,515,648,0.0,1.0,0.0,1.0
24,180,648,0.0,0.0,0.0,0.0
25,306,648,0.0,0.0,0.0,1.0
26,201,648,0.0,0.0,0.0,0.0
28,141,648,0.0,0.0,0.0,0.0
29,20,648,0.0,0.0,0.0,0.0
31,506,648,0.0,0.0,0.0,0.0
33,53,648,0.0,0.0,0.0,0.0
34,65,648,0.0,0.0,0.0,0.0
35,85,648,0.0,0.0,0.0,0.0
37,85,648,0.0,0.0,0.0,0.0
40,1031,648,1.0,1.0,1.0,1.0
41,450,648,0.0,1.0,0.0,0.0
44,69,648,0.0,0.0,0.0,0.0
45,5,648,0.0,0.0,0.0,0.0
48,97,648,0.0,0.0,0.0,0.0
50,59,648,0.0,0.0,0.0,0.0
52,562,648,0.0,0.0,0.0,0.0
56,648,648,1.0,0.0,0.0,1.0
57,268,648,0.0,0.0,0.0,0.0
58,893,648,0.0,1.0,0.0,0.0
59,118,648,0.0,0.0,0.0,0.0
60,2,648,0.0,0.0,0.0,0.0
61,3,648,0.0,0.0,0.0,0.0
63,23,648,0.0,0.0,0.0,0.0
64,561,648,0.0,1.0,0.0,1.0
66,28,648,0.0,0.0,0.0,0.0
67,1139,648,0.0,1.0,0.0,1.0
69,763,648,0.0,1.0,0.0,0.0
71,160,648,0.0,0.0,0.0,0.0
73,69,648,0.0,0.0,0.0,0.0
74,127,648,1.0,1.0,0.0,0.0
75,55,648,0.0,0.0,0.0,0.0
77,720,648,0.0,0.0,0.0,0.0
79,317,648,0.0,0.0,0.0,0.0
80,453,648,0.0,0.0,0.0,1.0
81,118,648,0.0,0.0,0.0,1.0
82,30,648,0.0,0.0,0.0,0.0
83,89,648,0.0,0.0,0.0,0.0
84,148,648,0.0,0.0,0.0,0.0
85,201,648,0.0,0.0,0.0,0.0
86,292,648,0.0,0.0,0.0,0.0
87,125,648,0.0,0.0,0.0,0.0
88,1309,648,0.0,0.0,0.0,1.0
91,331,648,0.0,0.0,0.0,0.0
95,628,648,1.0,0.0,1.0,0.0
98,662,648,0.0,0.0,0.0,0.0
99,700,648,0.0,1.0,1.0,0.0
100,155,648,0.0,0.0,0.0,0.0
101,479,648,0.0,0.0,0.0,0.0
104,901,648,1.0,0.0,0.0,0.0
105,464,648,0.0,1.0,0.0,1.0
107,40,648,0.0,0.0,0.0,0.0
108,122,648,0.0,0.0,0.0,0.0
110,352,648,0.0,0.0,0.0,1.0
113,1304,648,0.0,1.0,0.0,1.0
114,219,648,0.0,0.0,0.0,0.0
115,800,648,1.0,0.0,0.0,0.0
116,94,648,0.0,0.0,0.0,0.0
117,329,648,0.0,0.0,0.0,0.0
118,577,648,0.0,0.0,1.0,0.0
119,285,648,1.0,1.0,0.0,0.0
120,2,648,0.0,0.0,0.0,0.0
121,102,648,0.0,0.0,0.0,0.0
123,276,648,1.0,0.0,0.0,0.0
124,53,648,0.0,0.0,0.0,0.0
125,570,648,0.0,0.0,0.0,1.0
126,129,648,0.0,0.0,0.0,0.0
129,91,648,0.0,0.0,0.0,0.0
131,427,648,1.0,1.0,0.0,0.0
132,258,648,0.0,0.0,0.0,0.0
133,378,648,0.0,1.0,0.0,0.0
134,433,648,0.0,0.0,0.0,1.0
135,86,648,0.0,0.0,0.0,0.0
136,206,648,0.0,0.0,0.0,0.0
137,13,648,0.0,0.0,0.0,0.0
138,379,648,0.0,1.0,0.0,0.0
140,62,648,0.0,0.0,0.0,0.0
141,54,648,0.0,0.0,0.0,0.0
142,166,648,0.0,0.0,0.0,0.0
144,36,648,0.0,0.0,0.0,0.0
145,154,648,0.0,0.0,0.0,0.0
147,147,648,0.0,0.0,1.0,0.0
148,152,648,0.0,0.0,0.0,0.0
149,835,648,1.0,1.0,1.0,1.0
150,1,648,0.0,0.0,0.0,0.0
151,62,648,0.0,0.0,0.0,0.0
153,348,648,0.0,0.0,0.0,0.0
154,45,648,0.0,0.0,0.0,0.0
156,255,648,0.0,0.0,0.0,0.0
158,150,648,0.0,0.0,0.0,0.0
160,203,648,0.0,1.0,0.0,0.0
161,1154,648,0.0,0.0,0.0,0.0
163,8,648,0.0,0.0,0.0,0.0
165,252,648,1.0,0.0,0.0,0.0
168,15,648,0.0,0.0,0.0,0.0
169,6,648,0.0,0.0,0.0,0.0
170,292,648,0.0,0.0,0.0,0.0
171,240,648,0.0,0.0,0.0,1.0
172,72,648,0.0,0.0,0.0,0.0
174,30,648,0.0,0.0,0.0,0.0
175,123,648,0.0,0.0,0.0,0.0
176,47,648,0.0,0.0,0.0,0.0
178,331,648,0.0,0.0,0.0,0.0
179,17,648,0.0,0.0,0.0,0.0
181,116,648,0.0,0.0,0.0,0.0
182,137,648,0.0,0.0,0.0,1.0
184,481,648,0.0,0.0,0.0,0.0
185,218,648,0.0,1.0,0.0,0.0
188,35,648,0.0,0.0,0.0,0.0
189,63,648,0.0,0.0,0.0,0.0
190,30,648,0.0,0.0,0.0,0.0
191,94,648,0.0,0.0,1.0,0.0
192,343,648,0.0,0.0,0.0,1.0
194,167,648,0.0,0.0,0.0,0.0
195,241,648,0.0,0.0,0.0,0.0
196,529,648,0.0,0.0,0.0,0.0
198,637,648,0.0,0.0,1.0,0.0
200,203,648,0.0,0.0,0.0,1.0
201,338,648,1.0,1.0,1.0,0.0
202,68,648,0.0,0.0,0.0,0.0
203,21,648,0.0,0.0,0.0,0.0
204,78,648,0.0,0.0,0.0,0.0
205,491,648,0.0,1.0,0.0,1.0
207,145,648,0.0,0.0,0.0,1.0
208,411,648,0.0,0.0,1.0,0.0
210,517,648,0.0,0.0,0.0,0.0
213,7,648,0.0,0.0,0.0,0.0
214,354,648,0.0,0.0,1.0,1.0
216,235,648,0.0,0.0,0.0,0.0
217,242,648,0.0,0.0,0.0,0.0
218,427,648,0.0,0.0,0.0,0.0
219,1089,648,1.0,1.0,1.0,1.0
220,158,648,0.0,0.0,0.0,0.0
222,523,648,1.0,0.0,0.0,0.0
223,127,648,0.0,0.0,0.0,0.0
225,54,648,0.0,0.0,0.0,0.0
226,60,648,0.0,1.0,1.0,0.0
228,215,648,0.0,1.0,0.0,0.0
229,72,648,0.0,0.0,0.0,0.0
230,608,648,0.0,0.0,0.0,0.0
232,570,648,1.0,1.0,0.0,0.0
233,145,648,0.0,0.0,0.0,0.0
235,549,648,0.0,1.0,1.0,0.0
237,34,648,0.0,0.0,0.0,0.0
238,64,648,0.0,0.0,0.0,0.0
240,66,648,0.0,0.0,0.0,0.0
241,11,648,0.0,0.0,0.0,0.0
242,462,648,0.0,0.0,0.0,0.0
243,670,648,0.0,0.0,0.0,0.0
246,58,648,0.0,0.0,0.0,0.0
247,332,648,0.0,0.0,0.0,0.0
248,848,648,1.0,0.0,1.0,0.0
250,854,648,0.0,0.0,0.0,0.0
251,143,648,0.0,0.0,1.0,0.0
253,1091,648,0.0,0.0,1.0,1.0
254,93,648,0.0,0.0,0.0,0.0
255,52,648,0.0,0.0,0.0,0.0
257,384,648,0.0,0.0,1.0,0.0
258,330,648,0.0,0.0,0.0,0.0
259,141,648,0.0,0.0,0.0,0.0
260,47,648,0.0,0.0,0.0,0.0
266,301,648,0.0,0.0,0.0,1.0
267,16,648,0.0,0.0,0.0,0.0
268,105,648,0.0,0.0,1.0,0.0
269,260,648,0.0,1.0,0.0,0.0
270,108,648,0.0,0.0,0.0,0.0
271,125,648,0.0,0.0,0.0,0.0
273,306,648,0.0,0.0,0.0,1.0
275,627,648,0.0,0.0,1.0,1.0
276,274,648,0.0,0.0,0.0,0.0
277,129,648,0.0,1.0,0.0,0.0
281,127,648,0.0,0.0,0.0,0.0
284,4,648,0.0,0.0,0.0,0.0
285,570,648,0.0,1.0,0.0,1.0
287,416,648,0.0,0.0,0.0,0.0
288,272,648,0.0,0.0,0.0,0.0
289,571,648,0.0,1.0,1.0,0.0
290,863,648,0.0,1.0,1.0,0.0
291,350,648,0.0,0.0,0.0,0.0
292,58,648,0.0,0.0,0.0,0.0
293,244,648,0.0,0.0,0.0,0.0
294,552,648,0.0,0.0,0.0,0.0
296,37,648,0.0,0.0,0.0,0.0
297,594,648,0.0,0.0,0.0,0.0
299,15,648,0.0,0.0,0.0,0.0
302,106,648,0.0,0.0,0.0,0.0
303,768,648,0.0,0.0,0.0,0.0
304,729,648,0.0,0.0,0.0,0.0
306,913,648,0.0,1.0,1.0,1.0
308,296,648,0.0,0.0,0.0,0.0
309,148,648,0.0,0.0,0.0,0.0
310,10,648,0.0,0.0,0.0,0.0
311,119,648,0.0,0.0,0.0,0.0
312,119,648,0.0,0.0,0.0,0.0
314,488,648,1.0,0.0,0.0,0.0
315,9,648,0.0,0.0,0.0,0.0
316,387,648,0.0,0.0,0.0,0.0
317,376,648,0.0,0.0,0.0,0.0
318,60,648,0.0,0.0,0.0,0.0
320,32,648,0.0,0.0,0.0,0.0
321,360,648,0.0,0.0,1.0,0.0
322,173,648,0.0,0.0,0.0,0.0
323,20,648,0.0,0.0,0.0,0.0
324,582,648,0.0,0.0,0.0,0.0
325,331,648,0.0,0.0,0.0,0.0
326,66,648,1.0,0.0,0.0,0.0
327,11,648,0.0,0.0,0.0,0.0
328,1318,648,1.0,0.0,0.0,1.0
329,539,648,0.0,0.0,0.0,0.0
330,222,648,0.0,0.0,0.0,0.0
331,96,648,0.0,0.0,0.0,0.0
332,698,648,0.0,1.0,0.0,0.0
333,38,648,0.0,0.0,0.0,0.0
334,300,648,0.0,0.0,0.0,0.0
335,117,648,0.0,0.0,0.0,0.0
336,405,648,0.0,0.0,0.0,1.0
337,70,648,0.0,0.0,0.0,0.0
338,360,648,0.0,1.0,0.0,1.0
340,53,648,0.0,0.0,0.0,0.0
341,7,648,0.0,1.0,0.0,0.0
343,117,648,0.0,0.0,1.0,0.0
346,564,648,1.0,1.0,0.0,1.0
347,9,648,0.0,0.0,0.0,0.0
349,185,648,0.0,1.0,0.0,0.0
350,162,648,0.0,0.0,0.0,0.0
352,6,648,0.0,0.0,0.0,0.0
353,469,648,0.0,0.0,0.0,0.0
356,198,648,0.0,0.0,0.0,0.0
360,57,648,0.0,0.0,0.0,0.0
361,1177,648,0.0,0.0,0.0,1.0
362,293,648,1.0,0.0,1.0,0.0
363,3,648,0.0,0.0,0.0,0.0
365,293,648,0.0,0.0,0.0,0.0
366,95,648,0.0,0.0,0.0,0.0
367,744,648,0.0,0.0,1.0,1.0
368,61,648,0.0,0.0,0.0,0.0
369,61,648,0.0,0.0,0.0,0.0
370,167,648,0.0,0.0,0.0,0.0
373,17,648,0.0,0.0,0.0,0.0
376,533,648,1.0,1.0,1.0,0.0
377,485,648,1.0,0.0,0.0,1.0
378,302,648,0.0,0.0,0.0,0.0
380,1003,648,0.0,1.0,0.0,1.0
383,457,648,0.0,0.0,1.0,0.0
384,395,648,0.0,0.0,0.0,0.0
385,369,648,1.0,0.0,0.0,1.0
386,711,648,1.0,0.0,0.0,0.0
387,475,648,0.0,0.0,0.0,0.0
388,208,648,0.0,0.0,0.0,0.0
390,147,648,0.0,0.0,0.0,0.0
392,988,648,0.0,1.0,0.0,1.0
393,443,648,0.0,0.0,0.0,0.0
394,119,648,0.0,0.0,0.0,0.0
395,116,648,1.0,0.0,0.0,0.0
396,225,648,0.0,1.0,0.0,0.0
400,1409,648,0.0,0.0,0.0,0.0
402,155,648,0.0,0.0,0.0,0.0
403,45,648,0.0,0.0,0.0,0.0
404,341,648,0.0,0.0,0.0,0.0
405,263,648,0.0,0.0,0.0,0.0
406,162,648,0.0,0.0,0.0,0.0
407,45,648,0.0,0.0,0.0,0.0
409,565,648,0.0,0.0,0.0,0.0
411,387,648,0.0,0.0,0.0,1.0
412,410,648,0.0,0.0,0.0,0.0
414,287,648,0.0,0.0,0.0,0.0
416,18,648,0.0,0.0,0.0,0.0
417,428,648,0.0,0.0,0.0,0.0
418,824,648,0.0,1.0,0.0,1.0
420,13,648,0.0,0.0,0.0,0.0
422,63,648,0.0,0.0,0.0,0.0
424,291,648,0.0,0.0,0.0,0.0
425,589,648,0.0,0.0,0.0,1.0
428,266,648,0.0,0.0,0.0,0.0
429,39,648,0.0,0.0,0.0,0.0
430,553,648,0.0,0.0,0.0,1.0
431,50,648,0.0,0.0,0.0,0.0
432,396,648,0.0,1.0,0.0,0.0
434,476,648,0.0,1.0,0.0,0.0
435,119,648,0.0,0.0,0.0,0.0
439,32,648,0.0,0.0,0.0,0.0
441,267,648,0.0,0.0,0.0,0.0
442,473,648,0.0,0.0,0.0,0.0
443,439,648,0.0,0.0,0.0,1.0
445,70,648,0.0,0.0,0.0,0.0
446,20,648,0.0,0.0,0.0,0.0
448,51,648,0.0,0.0,0.0,0.0
451,239,648,0.0,0.0,0.0,0.0
452,102,648,0.0,0.0,0.0,0.0
453,12,648,0.0,0.0,0.0,0.0
455,103,648,0.0,0.0,0.0,0.0
456,346,648,0.0,1.0,0.0,0.0
457,145,648,0.0,0.0,0.0,0.0
458,182,648,0.0,0.0,0.0,0.0
459,70,648,0.0,0.0,0.0,0.0
460,67,648,0.0,0.0,0.0,0.0
461,80,648,0.0,0.0,0.0,0.0
462,160,648,0.0,0.0,0.0,0.0
463,419,648,1.0,0.0,0.0,1.0
464,436,648,0.0,0.0,1.0,0.0
465,48,648,0.0,0.0,0.0,0.0
466,46,648,0.0,0.0,0.0,0.0
467,238,648,0.0,0.0,0.0,0.0
468,532,648,1.0,0.0,0.0,0.0
470,190,648,0.0,0.0,0.0,0.0
472,274,648,0.0,0.0,0.0,0.0
473,245,648,0.0,0.0,0.0,0.0
475,92,648,0.0,0.0,0.0,0.0
476,89,648,0.0,0.0,0.0,0.0
